品名,日期,销售额
土豆,2015/4/11,8911
土豆,2015/4/12,8220
土豆,2015/4/13,7165
土豆,2015/4/14,6916
土豆,2015/4/15,7124
土豆,2015/4/16,6641
土豆,2015/4/17,8428
土豆,2015/4/18,8350
土豆,2015/4/19,9062
土豆,2015/4/20,7027
土豆,2015/4/21,6460
土豆,2015/4/22,6500
土豆,2015/4/23,7325
土豆,2015/4/24,9098
土豆,2015/4/25,9701
土豆,2015/4/26,9362
土豆,2015/4/27,6282
土豆,2015/4/28,7229
土豆,2015/4/29,7505
土豆,2015/4/30,7144
土豆,2015/5/1,8337
土豆,2015/5/2,9810
土豆,2015/5/3,9365
土豆,2015/5/4,6471
土豆,2015/5/5,7302
土豆,2015/5/6,7576
土豆,2015/5/7,6850
土豆,2015/5/8,8682
土豆,2015/5/9,8613
土豆,2015/5/10,8547
土豆,2015/5/11,7051
土豆,2015/5/12,7317
土豆,2015/5/13,7196
土豆,2015/5/14,7025
土豆,2015/5/15,9612
土豆,2015/5/16,9517
土豆,2015/5/17,8180
土豆,2015/5/18,6794
土豆,2015/5/19,6335
土豆,2015/5/20,7375
土豆,2015/5/21,7550
土豆,2015/5/22,9125
土豆,2015/5/23,9686
土豆,2015/5/24,9199
土豆,2015/5/25,7194
土豆,2015/5/26,6976
土豆,2015/5/27,7326
土豆,2015/5/28,7521
土豆,2015/5/29,9628
土豆,2015/5/30,8272
什锦火锅,2015/3/1,2881
什锦火锅,2015/3/2,2240
什锦火锅,2015/3/3,2640
什锦火锅,2015/3/4,2498
什锦火锅,2015/3/5,2368
什锦火锅,2015/3/6,3492
什锦火锅,2015/3/7,3256
什锦火锅,2015/3/8,3218
什锦火锅,2015/3/9,2403
什锦火锅,2015/3/10,2371
什锦火锅,2015/3/11,2612
什锦火锅,2015/3/12,2235
什锦火锅,2015/3/13,3111
什锦火锅,2015/3/14,3426
什锦火锅,2015/3/15,3325
什锦火锅,2015/3/16,2551
什锦火锅,2015/3/17,2385
什锦火锅,2015/3/18,2487
什锦火锅,2015/3/19,2282
什锦火锅,2015/3/20,3380
什锦火锅,2015/3/21,3445
什锦火锅,2015/3/22,3009
什锦火锅,2015/3/23,2593
什锦火锅,2015/3/24,2507
什锦火锅,2015/3/25,2685
什锦火锅,2015/3/26,2292
什锦火锅,2015/3/27,3215
什锦火锅,2015/3/28,3437
什锦火锅,2015/3/29,3434
什锦火锅,2015/3/30,2226
什锦火锅,2015/3/31,2694
什锦火锅,2015/4/1,2455
什锦火锅,2015/4/2,2405
什锦火锅,2015/4/3,3145
什锦火锅,2015/4/4,2938
什锦火锅,2015/4/5,2982
什锦火锅,2015/4/6,2413
什锦火锅,2015/4/7,2382
什锦火锅,2015/4/8,2418
什锦火锅,2015/4/9,2364
什锦火锅,2015/4/10,3237
什锦火锅,2015/4/11,2978
什锦火锅,2015/4/12,3490
什锦火锅,2015/4/13,2236
什锦火锅,2015/4/14,2397
什锦火锅,2015/4/15,2688
什锦火锅,2015/4/16,2532
什锦火锅,2015/4/17,2917
什锦火锅,2015/4/18,3140
什锦火锅,2015/4/19,3151
什锦火锅,2015/4/20,2464
什锦火锅,2015/4/21,2435
什锦火锅,2015/4/22,2521
什锦火锅,2015/4/23,2283
什锦火锅,2015/4/24,3459
什锦火锅,2015/4/25,3242
什锦火锅,2015/4/26,3229
什锦火锅,2015/4/27,2271
什锦火锅,2015/4/28,2589
什锦火锅,2015/4/29,2449
什锦火锅,2015/4/30,2599
什锦火锅,2015/5/1,2908
什锦火锅,2015/5/2,3403
什锦火锅,2015/5/3,3051
什锦火锅,2015/5/4,2353
什锦火锅,2015/5/5,2530
什锦火锅,2015/5/6,2680
什锦火锅,2015/5/7,2217
什锦火锅,2015/5/8,3103
什锦火锅,2015/5/9,3146
什锦火锅,2015/5/10,3171
什锦火锅,2015/5/11,2564
什锦火锅,2015/5/12,2667
什锦火锅,2015/5/13,2523
什锦火锅,2015/5/14,2658
什锦火锅,2015/5/15,3363
什锦火锅,2015/5/16,2966
什锦火锅,2015/5/17,2976
什锦火锅,2015/5/18,2308
什锦火锅,2015/5/19,2427
什锦火锅,2015/5/20,2257
什锦火锅,2015/5/21,2324
什锦火锅,2015/5/22,3244
什锦火锅,2015/5/23,3134
什锦火锅,2015/5/24,3240
什锦火锅,2015/5/25,2622
什锦火锅,2015/5/26,2530
什锦火锅,2015/5/27,2407
什锦火锅,2015/5/28,2563
什锦火锅,2015/5/29,2948
什锦火锅,2015/5/30,3053
加盐烤鱼,2015/3/1,3046
加盐烤鱼,2015/3/2,2144
加盐烤鱼,2015/3/3,2463
加盐烤鱼,2015/3/4,2460
加盐烤鱼,2015/3/5,2290
加盐烤鱼,2015/3/6,3154
加盐烤鱼,2015/3/7,2868
加盐烤鱼,2015/3/8,2730
加盐烤鱼,2015/3/9,2273
加盐烤鱼,2015/3/10,2283
加盐烤鱼,2015/3/11,2227
加盐烤鱼,2015/3/12,2155
加盐烤鱼,2015/3/13,2994
加盐烤鱼,2015/3/14,2702
加盐烤鱼,2015/3/15,3154
加盐烤鱼,2015/3/16,2327
加盐烤鱼,2015/3/17,2365
加盐烤鱼,2015/3/18,2285
加盐烤鱼,2015/3/19,2198
加盐烤鱼,2015/3/20,2967
加盐烤鱼,2015/3/21,3165
加盐烤鱼,2015/3/22,3041
加盐烤鱼,2015/3/23,2252
加盐烤鱼,2015/3/24,2443
加盐烤鱼,2015/3/25,2217
加盐烤鱼,2015/3/26,2337
加盐烤鱼,2015/3/27,2963
加盐烤鱼,2015/3/28,2852
加盐烤鱼,2015/3/29,3023
加盐烤鱼,2015/3/30,2176
加盐烤鱼,2015/3/31,2320
加盐烤鱼,2015/4/1,2276
加盐烤鱼,2015/4/2,2130
加盐烤鱼,2015/4/3,3063
加盐烤鱼,2015/4/4,3019
加盐烤鱼,2015/4/5,2780
加盐烤鱼,2015/4/6,2327
加盐烤鱼,2015/4/7,2266
加盐烤鱼,2015/4/8,2276
加盐烤鱼,2015/4/9,2453
加盐烤鱼,2015/4/10,3121
加盐烤鱼,2015/4/11,2964
加盐烤鱼,2015/4/12,3003
加盐烤鱼,2015/4/13,2182
加盐烤鱼,2015/4/14,2105
加盐烤鱼,2015/4/15,2250
加盐烤鱼,2015/4/16,2076
加盐烤鱼,2015/4/17,3210
加盐烤鱼,2015/4/18,3285
加盐烤鱼,2015/4/19,3115
加盐烤鱼,2015/4/20,2450
加盐烤鱼,2015/4/21,2480
加盐烤鱼,2015/4/22,2318
加盐烤鱼,2015/4/23,2325
加盐烤鱼,2015/4/24,2856
加盐烤鱼,2015/4/25,3085
加盐烤鱼,2015/4/26,2837
加盐烤鱼,2015/4/27,2203
加盐烤鱼,2015/4/28,2399
加盐烤鱼,2015/4/29,2405
加盐烤鱼,2015/4/30,2150
加盐烤鱼,2015/5/1,2874
加盐烤鱼,2015/5/2,2912
加盐烤鱼,2015/5/3,2737
加盐烤鱼,2015/5/4,2398
加盐烤鱼,2015/5/5,2323
加盐烤鱼,2015/5/6,2132
加盐烤鱼,2015/5/7,2518
加盐烤鱼,2015/5/8,3027
加盐烤鱼,2015/5/9,3162
加盐烤鱼,2015/5/10,3199
加盐烤鱼,2015/5/11,2474
加盐烤鱼,2015/5/12,2438
加盐烤鱼,2015/5/13,2364
加盐烤鱼,2015/5/14,2359
加盐烤鱼,2015/5/15,2853
加盐烤鱼,2015/5/16,2709
加盐烤鱼,2015/5/17,2942
加盐烤鱼,2015/5/18,2233
加盐烤鱼,2015/5/19,2250
加盐烤鱼,2015/5/20,2149
加盐烤鱼,2015/5/21,2217
加盐烤鱼,2015/5/22,2938
加盐烤鱼,2015/5/23,3145
加盐烤鱼,2015/5/24,2854
加盐烤鱼,2015/5/25,2123
加盐烤鱼,2015/5/26,2083
加盐烤鱼,2015/5/27,2441
加盐烤鱼,2015/5/28,2291
加盐烤鱼,2015/5/29,3173
加盐烤鱼,2015/5/30,2738
生鱼片,2015/3/1,6240
生鱼片,2015/3/2,4815
生鱼片,2015/3/3,5448
生鱼片,2015/3/4,5467
生鱼片,2015/3/5,5712
生鱼片,2015/3/6,6928
生鱼片,2015/3/7,6474
生鱼片,2015/3/8,6354
生鱼片,2015/3/9,5513
生鱼片,2015/3/10,5437
生鱼片,2015/3/11,4906
生鱼片,2015/3/12,5454
生鱼片,2015/3/13,7256
生鱼片,2015/3/14,6800
生鱼片,2015/3/15,6893
生鱼片,2015/3/16,5655
生鱼片,2015/3/17,5669
生鱼片,2015/3/18,5367
生鱼片,2015/3/19,4755
生鱼片,2015/3/20,7201
生鱼片,2015/3/21,6732
生鱼片,2015/3/22,6613
生鱼片,2015/3/23,4991
生鱼片,2015/3/24,4934
生鱼片,2015/3/25,5119
生鱼片,2015/3/26,5655
生鱼片,2015/3/27,6442
生鱼片,2015/3/28,6853
生鱼片,2015/3/29,6357
生鱼片,2015/3/30,4881
生鱼片,2015/3/31,5427
生鱼片,2015/4/1,5006
生鱼片,2015/4/2,4824
生鱼片,2015/4/3,6162
生鱼片,2015/4/4,7343
生鱼片,2015/4/5,6852
生鱼片,2015/4/6,4802
生鱼片,2015/4/7,5267
生鱼片,2015/4/8,5242
生鱼片,2015/4/9,5532
生鱼片,2015/4/10,7034
生鱼片,2015/4/11,6852
生鱼片,2015/4/12,7059
生鱼片,2015/4/13,5463
生鱼片,2015/4/14,5077
生鱼片,2015/4/15,4980
生鱼片,2015/4/16,5233
生鱼片,2015/4/17,6435
生鱼片,2015/4/18,7209
生鱼片,2015/4/19,6632
生鱼片,2015/4/20,4756
生鱼片,2015/4/21,5672
生鱼片,2015/4/22,4906
生鱼片,2015/4/23,5102
生鱼片,2015/4/24,6930
生鱼片,2015/4/25,6934
生鱼片,2015/4/26,6528
生鱼片,2015/4/27,4824
生鱼片,2015/4/28,5631
生鱼片,2015/4/29,5303
生鱼片,2015/4/30,5460
生鱼片,2015/5/1,7326
生鱼片,2015/5/2,6799
生鱼片,2015/5/3,6587
生鱼片,2015/5/4,4748
生鱼片,2015/5/5,5569
生鱼片,2015/5/6,5211
生鱼片,2015/5/7,4898
生鱼片,2015/5/8,6592
生鱼片,2015/5/9,6364
生鱼片,2015/5/10,6705
生鱼片,2015/5/11,4931
生鱼片,2015/5/12,4803
生鱼片,2015/5/13,4755
生鱼片,2015/5/14,5399
生鱼片,2015/5/15,6472
生鱼片,2015/5/16,6286
生鱼片,2015/5/17,7399
生鱼片,2015/5/18,5107
生鱼片,2015/5/19,5098
生鱼片,2015/5/20,5354
生鱼片,2015/5/21,5633
生鱼片,2015/5/22,6377
生鱼片,2015/5/23,6825
生鱼片,2015/5/24,7058
生鱼片,2015/5/25,5093
生鱼片,2015/5/26,4778
生鱼片,2015/5/27,5340
生鱼片,2015/5/28,4683
生鱼片,2015/5/29,6369
生鱼片,2015/5/30,7002
毛豆,2015/3/1,8371
毛豆,2015/3/2,6360
毛豆,2015/3/3,5562
毛豆,2015/3/4,5865
毛豆,2015/3/5,6346
毛豆,2015/3/6,8101
毛豆,2015/3/7,7947
毛豆,2015/3/8,7213
毛豆,2015/3/9,6066
毛豆,2015/3/10,5939
毛豆,2015/3/11,6319
毛豆,2015/3/12,5431
毛豆,2015/3/13,7324
毛豆,2015/3/14,8395
毛豆,2015/3/15,7191
毛豆,2015/3/16,6562
毛豆,2015/3/17,5862
毛豆,2015/3/18,6430
毛豆,2015/3/19,6465
毛豆,2015/3/20,7783
毛豆,2015/3/21,8140
毛豆,2015/3/22,7779
毛豆,2015/3/23,6586
毛豆,2015/3/24,5478
毛豆,2015/3/25,5589
毛豆,2015/3/26,6342
毛豆,2015/3/27,7866
毛豆,2015/3/28,7670
毛豆,2015/3/29,8578
毛豆,2015/3/30,5707
毛豆,2015/3/31,6009
毛豆,2015/4/1,5495
毛豆,2015/4/2,6376
毛豆,2015/4/3,7616
毛豆,2015/4/4,8271
毛豆,2015/4/5,7329
毛豆,2015/4/6,6536
毛豆,2015/4/7,5815
毛豆,2015/4/8,6026
毛豆,2015/4/9,5534
毛豆,2015/4/10,8402
毛豆,2015/4/11,8509
毛豆,2015/4/12,7083
毛豆,2015/4/13,5992
毛豆,2015/4/14,5671
毛豆,2015/4/15,6431
毛豆,2015/4/16,6037
毛豆,2015/4/17,7027
毛豆,2015/4/18,7453
毛豆,2015/4/19,7527
毛豆,2015/4/20,6106
毛豆,2015/4/21,5700
毛豆,2015/4/22,5452
毛豆,2015/4/23,5533
毛豆,2015/4/24,8118
毛豆,2015/4/25,8485
毛豆,2015/4/26,7505
毛豆,2015/4/27,5494
毛豆,2015/4/28,5786
毛豆,2015/4/29,6150
毛豆,2015/4/30,5928
毛豆,2015/5/1,8270
毛豆,2015/5/2,7456
毛豆,2015/5/3,7910
毛豆,2015/5/4,5451
毛豆,2015/5/5,5629
毛豆,2015/5/6,6273
毛豆,2015/5/7,6392
毛豆,2015/5/8,7817
毛豆,2015/5/9,7906
毛豆,2015/5/10,7022
毛豆,2015/5/11,5573
毛豆,2015/5/12,6439
毛豆,2015/5/13,5499
毛豆,2015/5/14,5693
毛豆,2015/5/15,8551
毛豆,2015/5/16,7921
毛豆,2015/5/17,7408
毛豆,2015/5/18,6138
毛豆,2015/5/19,5438
毛豆,2015/5/20,5576
毛豆,2015/5/21,6244
毛豆,2015/5/22,7122
毛豆,2015/5/23,7990
毛豆,2015/5/24,8482
毛豆,2015/5/25,5505
毛豆,2015/5/26,6567
毛豆,2015/5/27,5431
毛豆,2015/5/28,6270
毛豆,2015/5/29,7728
毛豆,2015/5/30,7903
煮菜,2015/3/1,8801
煮菜,2015/3/2,6369
煮菜,2015/3/3,6599
煮菜,2015/3/4,6455
煮菜,2015/3/5,6062
煮菜,2015/3/6,8013
煮菜,2015/3/7,7702
煮菜,2015/3/8,8768
煮菜,2015/3/9,6435
煮菜,2015/3/10,6623
煮菜,2015/3/11,6379
煮菜,2015/3/12,6018
煮菜,2015/3/13,8576
煮菜,2015/3/14,8271
煮菜,2015/3/15,7938
煮菜,2015/3/16,6319
煮菜,2015/3/17,6698
煮菜,2015/3/18,6333
煮菜,2015/3/19,5926
煮菜,2015/3/20,8760
煮菜,2015/3/21,7978
煮菜,2015/3/22,7868
煮菜,2015/3/23,6641
煮菜,2015/3/24,6594
煮菜,2015/3/25,6727
煮菜,2015/3/26,6387
煮菜,2015/3/27,7414
煮菜,2015/3/28,8167
煮菜,2015/3/29,8260
煮菜,2015/3/30,6724
煮菜,2015/3/31,6588
煮菜,2015/4/1,6369
煮菜,2015/4/2,5763
煮菜,2015/4/3,7595
煮菜,2015/4/4,8492
煮菜,2015/4/5,7534
煮菜,2015/4/6,5927
煮菜,2015/4/7,6131
煮菜,2015/4/8,6736
煮菜,2015/4/9,5968
煮菜,2015/4/10,8526
煮菜,2015/4/11,7547
煮菜,2015/4/12,8647
煮菜,2015/4/13,5991
煮菜,2015/4/14,6361
煮菜,2015/4/15,5713
煮菜,2015/4/16,6686
煮菜,2015/4/17,7924
煮菜,2015/4/18,8872
煮菜,2015/4/19,7956
煮菜,2015/4/20,6899
煮菜,2015/4/21,6154
煮菜,2015/4/22,6286
煮菜,2015/4/23,6288
煮菜,2015/4/24,7391
煮菜,2015/4/25,8422
煮菜,2015/4/26,8211
煮菜,2015/4/27,6074
煮菜,2015/4/28,6403
煮菜,2015/4/29,6448
煮菜,2015/4/30,6222
煮菜,2015/5/1,7650
煮菜,2015/5/2,8542
煮菜,2015/5/3,8596
煮菜,2015/5/4,6733
煮菜,2015/5/5,6344
煮菜,2015/5/6,6051
煮菜,2015/5/7,6245
煮菜,2015/5/8,8001
煮菜,2015/5/9,7779
煮菜,2015/5/10,8443
煮菜,2015/5/11,6874
煮菜,2015/5/12,6037
煮菜,2015/5/13,6489
煮菜,2015/5/14,6346
煮菜,2015/5/15,8350
煮菜,2015/5/16,7412
煮菜,2015/5/17,7379
煮菜,2015/5/18,5836
煮菜,2015/5/19,5701
煮菜,2015/5/20,5786
煮菜,2015/5/21,6269
煮菜,2015/5/22,7693
煮菜,2015/5/23,8705
煮菜,2015/5/24,7771
煮菜,2015/5/25,6286
煮菜,2015/5/26,6488
煮菜,2015/5/27,5870
煮菜,2015/5/28,6725
煮菜,2015/5/29,8086
煮菜,2015/5/30,7753
烤肉,2015/3/1,4492
烤肉,2015/3/2,3355
烤肉,2015/3/3,3662
烤肉,2015/3/4,3347
烤肉,2015/3/5,3369
烤肉,2015/3/6,4530
烤肉,2015/3/7,4384
烤肉,2015/3/8,4592
烤肉,2015/3/9,3682
烤肉,2015/3/10,3734
烤肉,2015/3/11,3833
烤肉,2015/3/12,3509
烤肉,2015/3/13,5104
烤肉,2015/3/14,4230
烤肉,2015/3/15,4785
烤肉,2015/3/16,3574
烤肉,2015/3/17,3495
烤肉,2015/3/18,3875
烤肉,2015/3/19,3295
烤肉,2015/3/20,5039
烤肉,2015/3/21,4388
烤肉,2015/3/22,4413
烤肉,2015/3/23,3866
烤肉,2015/3/24,3284
烤肉,2015/3/25,3409
烤肉,2015/3/26,3955
烤肉,2015/3/27,4847
烤肉,2015/3/28,4620
烤肉,2015/3/29,4565
烤肉,2015/3/30,3572
烤肉,2015/3/31,3817
烤肉,2015/4/1,3717
烤肉,2015/4/2,3576
烤肉,2015/4/3,4262
烤肉,2015/4/4,4434
烤肉,2015/4/5,4430
烤肉,2015/4/6,3406
烤肉,2015/4/7,3284
烤肉,2015/4/8,3598
烤肉,2015/4/9,3416
烤肉,2015/4/10,4922
烤肉,2015/4/11,4724
烤肉,2015/4/12,5099
烤肉,2015/4/13,3302
烤肉,2015/4/14,3922
烤肉,2015/4/15,3760
烤肉,2015/4/16,3904
烤肉,2015/4/17,4787
烤肉,2015/4/18,4363
烤肉,2015/4/19,4383
烤肉,2015/4/20,3766
烤肉,2015/4/21,3664
烤肉,2015/4/22,3465
烤肉,2015/4/23,3796
烤肉,2015/4/24,4527
烤肉,2015/4/25,5013
烤肉,2015/4/26,4755
烤肉,2015/4/27,3539
烤肉,2015/4/28,3911
烤肉,2015/4/29,3573
烤肉,2015/4/30,3312
烤肉,2015/5/1,4648
烤肉,2015/5/2,5133
烤肉,2015/5/3,5078
烤肉,2015/5/4,3553
烤肉,2015/5/5,3866
烤肉,2015/5/6,3456
烤肉,2015/5/7,3815
烤肉,2015/5/8,4961
烤肉,2015/5/9,4574
烤肉,2015/5/10,4569
烤肉,2015/5/11,3705
烤肉,2015/5/12,3860
烤肉,2015/5/13,3713
烤肉,2015/5/14,3612
烤肉,2015/5/15,4351
烤肉,2015/5/16,4786
烤肉,2015/5/17,4251
烤肉,2015/5/18,3599
烤肉,2015/5/19,3772
烤肉,2015/5/20,3783
烤肉,2015/5/21,3285
烤肉,2015/5/22,4626
烤肉,2015/5/23,4681
烤肉,2015/5/24,4465
烤肉,2015/5/25,3671
烤肉,2015/5/26,3770
烤肉,2015/5/27,3754
烤肉,2015/5/28,3324
烤肉,2015/5/29,4750
烤肉,2015/5/30,4959
咸菜,2015/3/1,6078
咸菜,2015/3/2,5162
咸菜,2015/3/3,5274
咸菜,2015/3/4,4563
咸菜,2015/3/5,5393
咸菜,2015/3/6,6740
咸菜,2015/3/7,6821
咸菜,2015/3/8,6024
咸菜,2015/3/9,4472
咸菜,2015/3/10,5299
咸菜,2015/3/11,5354
咸菜,2015/3/12,4582
咸菜,2015/3/13,6393
咸菜,2015/3/14,6374
咸菜,2015/3/15,6679
咸菜,2015/3/16,4511
咸菜,2015/3/17,5170
咸菜,2015/3/18,4837
咸菜,2015/3/19,4902
咸菜,2015/3/20,6711
咸菜,2015/3/21,6383
咸菜,2015/3/22,7064
咸菜,2015/3/23,5282
咸菜,2015/3/24,5264
咸菜,2015/3/25,5199
咸菜,2015/3/26,4557
咸菜,2015/3/27,6857
咸菜,2015/3/28,6825
咸菜,2015/3/29,7053
咸菜,2015/3/30,4494
咸菜,2015/3/31,5184
咸菜,2015/4/1,4860
咸菜,2015/4/2,5021
咸菜,2015/4/3,6847
咸菜,2015/4/4,5797
咸菜,2015/4/5,5795
咸菜,2015/4/6,5430
咸菜,2015/4/7,5203
咸菜,2015/4/8,4757
咸菜,2015/4/9,5248
咸菜,2015/4/10,7053
咸菜,2015/4/11,6038
咸菜,2015/4/12,6610
咸菜,2015/4/13,4878
咸菜,2015/4/14,5373
咸菜,2015/4/15,5422
咸菜,2015/4/16,4897
咸菜,2015/4/17,6076
咸菜,2015/4/18,6673
咸菜,2015/4/19,6495
咸菜,2015/4/20,5024
咸菜,2015/4/21,4874
咸菜,2015/4/22,4867
咸菜,2015/4/23,5036
咸菜,2015/4/24,6360
咸菜,2015/4/25,7008
咸菜,2015/4/26,6864
咸菜,2015/4/27,4666
咸菜,2015/4/28,4861
咸菜,2015/4/29,4861
咸菜,2015/4/30,4467
咸菜,2015/5/1,6268
咸菜,2015/5/2,6322
咸菜,2015/5/3,6026
咸菜,2015/5/4,5143
咸菜,2015/5/5,4459
咸菜,2015/5/6,5168
咸菜,2015/5/7,4874
咸菜,2015/5/8,6719
咸菜,2015/5/9,5798
咸菜,2015/5/10,5838
咸菜,2015/5/11,4859
咸菜,2015/5/12,5082
咸菜,2015/5/13,4663
咸菜,2015/5/14,5269
咸菜,2015/5/15,6672
咸菜,2015/5/16,6935
咸菜,2015/5/17,6312
咸菜,2015/5/18,4852
咸菜,2015/5/19,4693
咸菜,2015/5/20,4815
咸菜,2015/5/21,4675
咸菜,2015/5/22,6976
咸菜,2015/5/23,6392
咸菜,2015/5/24,5841
咸菜,2015/5/25,5210
咸菜,2015/5/26,4773
咸菜,2015/5/27,4992
咸菜,2015/5/28,5114
咸菜,2015/5/29,6136
咸菜,2015/5/30,5848
煎鸡蛋,2015/3/1,3586
煎鸡蛋,2015/3/2,2862
煎鸡蛋,2015/3/3,3067
煎鸡蛋,2015/3/4,3063
煎鸡蛋,2015/3/5,2570
煎鸡蛋,2015/3/6,3639
煎鸡蛋,2015/3/7,3564
煎鸡蛋,2015/3/8,3560
煎鸡蛋,2015/3/9,2698
煎鸡蛋,2015/3/10,2902
煎鸡蛋,2015/3/11,2679
煎鸡蛋,2015/3/12,2738
煎鸡蛋,2015/3/13,3997
煎鸡蛋,2015/3/14,3853
煎鸡蛋,2015/3/15,3503
煎鸡蛋,2015/3/16,2978
煎鸡蛋,2015/3/17,2644
煎鸡蛋,2015/3/18,2801
煎鸡蛋,2015/3/19,2614
煎鸡蛋,2015/3/20,3363
煎鸡蛋,2015/3/21,3929
煎鸡蛋,2015/3/22,3344
煎鸡蛋,2015/3/23,3004
煎鸡蛋,2015/3/24,2675
煎鸡蛋,2015/3/25,2535
煎鸡蛋,2015/3/26,2961
煎鸡蛋,2015/3/27,3537
煎鸡蛋,2015/3/28,3294
煎鸡蛋,2015/3/29,3819
煎鸡蛋,2015/3/30,2537
煎鸡蛋,2015/3/31,2763
煎鸡蛋,2015/4/1,2664
煎鸡蛋,2015/4/2,2799
煎鸡蛋,2015/4/3,3752
煎鸡蛋,2015/4/4,3337
煎鸡蛋,2015/4/5,3407
煎鸡蛋,2015/4/6,2578
煎鸡蛋,2015/4/7,2975
煎鸡蛋,2015/4/8,2871
煎鸡蛋,2015/4/9,2873
煎鸡蛋,2015/4/10,3561
煎鸡蛋,2015/4/11,3591
煎鸡蛋,2015/4/12,3530
煎鸡蛋,2015/4/13,2964
煎鸡蛋,2015/4/14,3017
煎鸡蛋,2015/4/15,2885
煎鸡蛋,2015/4/16,2852
煎鸡蛋,2015/4/17,3515
煎鸡蛋,2015/4/18,3331
煎鸡蛋,2015/4/19,3707
煎鸡蛋,2015/4/20,2620
煎鸡蛋,2015/4/21,2935
煎鸡蛋,2015/4/22,2685
煎鸡蛋,2015/4/23,2878
煎鸡蛋,2015/4/24,3367
煎鸡蛋,2015/4/25,3462
煎鸡蛋,2015/4/26,3873
煎鸡蛋,2015/4/27,2970
煎鸡蛋,2015/4/28,2546
煎鸡蛋,2015/4/29,3010
煎鸡蛋,2015/4/30,2592
煎鸡蛋,2015/5/1,3719
煎鸡蛋,2015/5/2,3618
煎鸡蛋,2015/5/3,3682
煎鸡蛋,2015/5/4,2929
煎鸡蛋,2015/5/5,2783
煎鸡蛋,2015/5/6,3074
煎鸡蛋,2015/5/7,3071
煎鸡蛋,2015/5/8,3562
煎鸡蛋,2015/5/9,3719
煎鸡蛋,2015/5/10,3528
煎鸡蛋,2015/5/11,2765
煎鸡蛋,2015/5/12,2648
煎鸡蛋,2015/5/13,2523
煎鸡蛋,2015/5/14,2533
煎鸡蛋,2015/5/15,3319
煎鸡蛋,2015/5/16,3833
煎鸡蛋,2015/5/17,3617
煎鸡蛋,2015/5/18,2996
煎鸡蛋,2015/5/19,2846
煎鸡蛋,2015/5/20,2625
煎鸡蛋,2015/5/21,2861
煎鸡蛋,2015/5/22,3926
煎鸡蛋,2015/5/23,3854
煎鸡蛋,2015/5/24,3643
煎鸡蛋,2015/5/25,2757
煎鸡蛋,2015/5/26,2886
煎鸡蛋,2015/5/27,3017
煎鸡蛋,2015/5/28,3020
煎鸡蛋,2015/5/29,3406
煎鸡蛋,2015/5/30,3463
凉豆腐,2015/3/1,4534
凉豆腐,2015/3/2,4005
凉豆腐,2015/3/3,3485
凉豆腐,2015/3/4,4029
凉豆腐,2015/3/5,3985
凉豆腐,2015/3/6,5350
凉豆腐,2015/3/7,4882
凉豆腐,2015/3/8,5346
凉豆腐,2015/3/9,3996
凉豆腐,2015/3/10,4063
凉豆腐,2015/3/11,3700
凉豆腐,2015/3/12,3477
凉豆腐,2015/3/13,4695
凉豆腐,2015/3/14,5132
凉豆腐,2015/3/15,4773
凉豆腐,2015/3/16,3691
凉豆腐,2015/3/17,3426
凉豆腐,2015/3/18,3796
凉豆腐,2015/3/19,3494
凉豆腐,2015/3/20,5293
凉豆腐,2015/3/21,4496
凉豆腐,2015/3/22,5193
凉豆腐,2015/3/23,4048
凉豆腐,2015/3/24,3430
凉豆腐,2015/3/25,3610
凉豆腐,2015/3/26,3887
凉豆腐,2015/3/27,5194
凉豆腐,2015/3/28,4816
凉豆腐,2015/3/29,5342
凉豆腐,2015/3/30,3697
凉豆腐,2015/3/31,3723
凉豆腐,2015/4/1,3619
凉豆腐,2015/4/2,3864
凉豆腐,2015/4/3,4972
凉豆腐,2015/4/4,4462
凉豆腐,2015/4/5,5155
凉豆腐,2015/4/6,3558
凉豆腐,2015/4/7,3898
凉豆腐,2015/4/8,3797
凉豆腐,2015/4/9,3881
凉豆腐,2015/4/10,5030
凉豆腐,2015/4/11,4703
凉豆腐,2015/4/12,4643
凉豆腐,2015/4/13,3809
凉豆腐,2015/4/14,4155
凉豆腐,2015/4/15,3651
凉豆腐,2015/4/16,3646
凉豆腐,2015/4/17,4457
凉豆腐,2015/4/18,4939
凉豆腐,2015/4/19,5009
凉豆腐,2015/4/20,3963
凉豆腐,2015/4/21,4122
凉豆腐,2015/4/22,3772
凉豆腐,2015/4/23,3465
凉豆腐,2015/4/24,4678
凉豆腐,2015/4/25,5282
凉豆腐,2015/4/26,5260
凉豆腐,2015/4/27,4039
凉豆腐,2015/4/28,4118
凉豆腐,2015/4/29,3895
凉豆腐,2015/4/30,3771
凉豆腐,2015/5/1,4607
凉豆腐,2015/5/2,5123
凉豆腐,2015/5/3,4506
凉豆腐,2015/5/4,3751
凉豆腐,2015/5/5,4110
凉豆腐,2015/5/6,4041
凉豆腐,2015/5/7,3943
凉豆腐,2015/5/8,4544
凉豆腐,2015/5/9,5007
凉豆腐,2015/5/10,5395
凉豆腐,2015/5/11,3867
凉豆腐,2015/5/12,3608
凉豆腐,2015/5/13,3450
凉豆腐,2015/5/14,3457
凉豆腐,2015/5/15,5281
凉豆腐,2015/5/16,4779
凉豆腐,2015/5/17,5352
凉豆腐,2015/5/18,3824
凉豆腐,2015/5/19,3790
